"","event","white","black","whiteelo","blackelo","whiterd","blackrd","timecontrol","date","time","whiteclock","blackclock","eco","plycount","result","moves","comp"
"113","FICS rated standard game","GriffySr","Tosea","2178","1847","24.6","32.9","900+0","2017.01.31","01:44:00","0:15:00.000","0:15:00.000","D10","69","1-0","1. d4 Nf6 2. Nf3 g6 3. c4 Bg7 4. Nc3 O-O 5. e4 d6 6. h3 e5 7. Bd3 c6 8. Be3 exd4 9. Bxd4 d5 10. e5 Nfd7 11. c5 Nxe5 12. Bxe5 Re8 13. O-O Bxe5 14. Nxe5 Rxe5 15. f4 Re8 16. f5 Nd7 17. Qc2 Ne5 18. fxg6 hxg6 19. Rxf7 Kxf7 20. Rf1+ Kg7 21. Bxg6 Nxg6 22. Rf3 Re1+ 23. Kh2 Qc7+ 24. g3 Bxh3 25. Kxh3 Rh8+ 26. Kg2 Reh1 27. Kf2 {White resigns} 0-1","white"
"114","FICS rated standard game","Tosea","GriffySr","1849","2176","32.9","24.7","900+0","2017.01.31","01:37:00","0:15:00.000","0:15:00.000","B31","64","0-1","1. e4 c6 2. d4 d5 3. exd5 Nf6 4. dxc6 Nxc6 5. Nf3 Bg4 6. Bb5 e6 7. Nbd2 Bd6 8. O-O Qc7 9. h3 Bh5 10. c3 O-O 11. Re1 a6 12. Bd3 Rfd8 13. Ne4 Nxe4 14. Bxe4 Ne7 15. Bxh7+ Kxh7 16. Ng5+ Kg6 17. g4 Bf4 18. gxh5+ Kxg5 19. Qg4+ Kh6 20. Bxf4+ Qxf4 21. Qxf4+ Kh7 22. Qxf7 Nf5 23. Rxe6 Nh6 {Black resigns} 1-0","black"
"115","FICS rated standard game","GonzalesZS","Sillycon","1711","2377","41.1","40.7","900+0","2017.01.31","00:25:00","0:15:00.000","0:15:00.000","D03","12","0-1","1. e4 e6 2. d4 d5 3. Nd2 c5 4. exd5 exd5 5. Ngf3 Nf6 6. Bb5+ Bd7 7. Bxd7+ Nbxd7 8. O-O Be7 9. dxc5 Nxc5 10. Nb3 Nce4 11. Nfd4 O-O 12. Nf5 Re8 13. Nxe7+ Qxe7 14. Be3 Nd6 15. Bd4 Nc4 16. Bxf6 Qxf6 17. Qxd5 Nxb2 18. Qxb7 Reb8 19. Qe4 g6 20. c4 a5 21. Rab1 Rd8 22. Qc2 Nd3 23. Rbd1 Nb4 24. Qb1 Rxd1 25. Rxd1 Re8 26. Nxa5 Re2 27. Rf1 Nxa2 28. Qd3 Nc3 29. c5 Ra2 30. Nb3 Ne2+ 31. Kh1 Nf4 32. Qe3 Nd5 33. Qd4 Qxd4 34. Nxd4 Rd2 35. Nf3 Rc2 36. g3 Rxc5 37. Rd1 Kg7 38. Kg2 h5 39. Rd4 Nf6 40. h3 Nd5 41. Rd2 Ra5 42. Re2 Nc3 43. Rb2 g5 44. Rb3 Ne4 45. Rb4 Nd6 46. g4 h4 47. Nd2 Rd5 48. Nf1 f6 49. Ne3 Rd2 50. Ra4 Nb5 51. Rb4 Nc3 52. Kf1 Kf7 53. Rc4 Nb5 54. Rc5 Nd4 55. Rd5 Nf3 56. Rxd2 Nxd2+ 57. Ke2 Ne4 58. f4 gxf4 59. Nd5 Kg6 60. Nxf4+ Kh6 61. Ke3 Ng5 62. Ng2 Nxh3 63. Nxh4 Kg5 64. Nf3+ Kxg4 65. Nd4 Nf4 66. Ke4 Ne6 67. Nxe6 Kh4 {Game drawn by mutual agreement} 1/2-1/2","black"
"116","FICS rated standard game","Sillycon","GonzalesZS","2377","1711","40.7","41.1","900+0","2017.01.31","00:14:00","0:15:00.000","0:15:00.000","A45","43","1-0","1. e4 e6 2. d4 d5 3. Nd2 Nf6 4. e5 Nfd7 5. Bd3 c5 6. c3 Nc6 7. Ne2 Qb6 8. Nf3 cxd4 9. cxd4 f6 10. exf6 Nxf6 11. O-O Bd6 12. Nf4 O-O 13. Re1 e5 14. dxe5 Nxe5 15. Nxe5 Bxe5 16. Rxe5 Ng4 17. Re2 g5 18. Nxd5 Qc5 19. Qb3 Be6 20. Qxb7 Rxf2 21. Qxh7+ Kf8 22. Be3 Nxe3 23. Rxf2+ {Black forfeits by disconnection} 1-0","white"
"117","FICS rated standard game","GonzalesZS","Sillycon","1711","2377","41.1","40.7","900+0","2017.01.31","00:02:00","0:15:00.000","0:15:00.000","E90","53","0-1","1. d4 e6 2. c4 d5 3. Nc3 Nf6 4. cxd5 Nxd5 5. e4 Nxc3 6. bxc3 c5 7. Nf3 cxd4 8. cxd4 Bb4+ 9. Bd2 Bxd2+ 10. Qxd2 O-O 11. Rc1 Nc6 12. Bb5 Bd7 13. O-O a6 14. Bd3 Rc8 15. d5 exd5 16. exd5 Ne7 17. d6 Ng6 18. Bxg6 hxg6 19. Ne5 Be6 20. Rxc8 Qxc8 21. Rc1 Qb8 22. Rc3 Rd8 23. Rd3 Bf5 24. Rd4 f6 25. Nc4 Kf7 26. Nb6 Be6 27. a4 Bd7 28. Re4 Be6 29. Rxe6 Kxe6 30. Qd5# {Black checkmated} 1-0","black"
"118","FICS unrated blitz game","oldman","cuiyuxuan","2550","1984","38.8","81.1","180+0","2017.01.30","23:41:00","0:03:00.000","0:03:00.000","B13","46","1-0","1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. Nf3 O-O 5. e4 d6 6. Be2 e5 7. Be3 Ng4 8. Bg5 f6 9. Bh4 g5 10. Bg3 Na6 11. h3 exd4 12. Nxd4 Ne5 13. O-O Bd7 14. a3 Kh8 15. Qd2 Rb8 16. Rfd1 c6 17. Nf5 Bxf5 18. exf5 Qb6 19. b4 Rbd8 20. Na4 Qc7 21. Qe3 Qb8 22. Nc3 Nc7 23. c5 d5 24. Bxe5 fxe5 25. Qxg5 Qc8 26. Bg4 e4 27. f6 Bxf6 28. Bxc8 Bxg5 29. Bxb7 Bf6 30. Rac1 Bxc3 31. Rxc3 Rf6 32. b5 Nxb5 33. Rb3 d4 34. Bxc6 Rxc6 35. Rxb5 d3 36. Kf1 Rc7 37. Ke1 Kg7 38. Kd2 Kh6 39. Ke3 Re8 40. Ra5 Rd7 41. c6 Rc7 42. Rc5 Re6 43. Rdc1 Kg6 44. h4 Kg7 45. R5c4 h5 46. Rc5 Kh6 47. R1c4 Rc8 48. c7 Rd6 49. Rc6 Rg6 50. f3 Kg7 51. Rxg6+ Kxg6 52. fxe4 d2 53. Kxd2 Kf6 54. Ke3 Ke6 55. Kf4 Kf7 56. Kg5 Kg8 57. Kf6 Kh8 58. Kg6 Kg8 59. Rd4 Kf8 60. Rd8+ Ke7 61. Rxc8 Kd7 62. Ra8 Kxc7 63. Rxa7+ Kd6 64. Kf6 Kc5 65. e5 Kb5 66. e6 Kb6 67. Ra8 Kb7 68. Rf8 Kb6 69. e7 Kc5 70. e8=Q Kc4 71. Qe6+ Kd3 72. Rd8+ Kc3 73. Qe4 Kb3 74. Rd3+ Kb2 75. Qe2+ Kb1 76. Rd1# {Black checkmated} 1-0","white"
"119","FICS rated blitz game","ArasanX","josephalee","2759","2431","34.7","70.4","300+5","2017.01.30","23:21:00","0:05:00.000","0:05:00.000","C08","134","1/2-1/2","1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. c3 Nf6 5. d3 d6 6. h3 O-O 7. b4 Bb6 8. O-O Qe7 9. Na3 a6 10. Be3 Bxe3 11. fxe3 Be6 12. Ng5 Bxc4 13. Nxc4 h6 14. Nf3 Nd7 15. a4 g5 16. Qe2 f5 17. exf5 Rxf5 18. e4 Rf7 19. b5 axb5 20. axb5 Rxa1 21. Rxa1 Nd8 22. Ra7 Nf6 23. b6 c6 24. Ra8 Kg7 25. Qe3 Nh5 26. d4 exd4 27. Qxd4+ Rf6 28. Nxd6 Qxd6 29. Rxd8 Qxd4+ 30. cxd4 Rf7 31. Ne5 Re7 32. Kf2 Nf4 33. Rc8 Ne6 34. Ke3 Kf6 35. Rg8 Rg7 36. Rh8 h5 37. Rxh5 Nxd4 38. Ng4+ Kg6 39. Rh6+ {Black forfeits by disconnection} 1-0","white"
"120","FICS rated standard game","MortimerBlackwell","zhuziyu","2382","1800","37.6","68.2","1800+10","2017.01.30","22:50:00","0:30:00.000","0:30:00.000","C06","45","1-0","1. d4 d5 2. c4 c6 3. Nc3 Nf6 4. Nf3 a6 5. Bg5 dxc4 6. a4 Bf5 7. e3 Qb6 8. Qc1 e6 9. Bxc4 Nbd7 10. O-O h6 11. Bh4 Bb4 12. Re1 O-O 13. Rd1 Qa5 14. Bb3 Bg4 15. Na2 Be7 16. e4 Bxf3 17. gxf3 Qh5 18. Bxf6 Bxf6 19. Qe3 e5 20. d5 Bg5 21. Qd3 cxd5 22. Bxd5 Bf4 23. Kf1 Nc5 24. Qc4 Rac8 25. Ke2 Rc7 26. b4 Ne6 27. Qd3 Nd4+ 28. Ke1 Rfc8 29. Bb3 Nxf3+ 30. Kf1 Qh3+ 31. Ke2 Nd4+ 32. Ke1 Qg2 33. Rab1 Qh1+ 34. Qf1 Qxe4+ 35. Qe2 Qxe2# {White checkmated} 0-1","white"
"121","FICS rated standard game","MrsLurking","zhuziyu","2319","1801","43.0","68.4","1800+0","2017.01.30","22:22:00","0:30:00.000","0:30:00.000","D41","59","1-0","1. d4 d5 2. c4 e6 3. Nc3 c5 4. cxd5 cxd4 5. Qa4+ Bd7 6. Qxd4 exd5 7. Qxd5 Nc6 8. e3 Nf6 9. Qb3 Bd6 10. Be2 a6 11. Nf3 O-O 12. O-O Be6 13. Qc2 Qe7 14. Rd1 Rfd8 15. Ng5 Nb4 16. Qb1 Rac8 17. Nxe6 Qxe6 18. Bd2 g6 19. a3 Nbd5 20. Bf3 Be5 21. Nxd5 Nxd5 22. Be1 Nf6 23. Bxb7 Rxd1 24. Qxd1 Rb8 25. Bf3 Rxb2 26. Rc1 Kg7 27. a4 Qf5 28. h3 h5 29. a5 Kh7 30. Be2 Ne4 31. f3 Nd6 32. f4 Bf6 33. Bd3 Qe6 34. Qxh5+ Kg7 35. Qf3 Nf5 36. Bxf5 Qxf5 37. e4 Qb5 38. e5 Be7 39. Bc3 Re2 40. Kh2 Kh7 41. f5 Kh6 42. fxg6 Kxg6 43. Qg4+ Kh6 44. Rf1 Bg5 45. Rf5 f6 46. h4 Rxg2+ 47. Qxg2 Kh7 48. hxg5 Kg8 49. e6 Qb8+ 50. Kh3 Qf4 51. Rxf4 {Black resigns} 1-0","white"
"122","FICS rated standard game","wahyudi","hastrman","2304","1903","73.8","71.5","900+0","2017.01.30","21:55:00","0:15:00.000","0:15:00.000","E92","151","1-0","1. e4 c5 2. Nf3 d6 3. Bb5+ Bd7 4. Bxd7+ Qxd7 5. O-O Nc6 6. c3 Nf6 7. Re1 e6 8. d4 cxd4 9. cxd4 d5 10. e5 Ne4 11. Nbd2 Nxd2 12. Bxd2 Be7 13. Qe2 O-O 14. Qd3 Nb4 15. Bxb4 Bxb4 16. Rec1 Rac8 17. g3 Rc6 18. Ng5 g6 19. a3 Be7 20. Nf3 Rfc8 21. Rxc6 Qxc6 22. Kg2 Qc4 23. Qd2 b5 24. h4 Qc2 25. b4 Qxd2 26. Nxd2 Bd8 27. Nb3 Rc4 28. Kf1 Bb6 29. Rd1 Rc3 30. Rb1 h6 31. Ke2 g5 32. Kd2 Rf3 33. Ke2 g4 34. h5 Kg7 35. Rb2 Rf5 36. Nc5 Rxh5 37. Rb1 Rh2 38. Rf1 h5 39. Rg1 Kg6 40. Ke3 Bd8 41. Nb7 Bg5+ 42. Ke2 a6 43. Nc5 Kf5 44. Ke1 h4 45. Kf1 hxg3 46. Rxg3 Bh4 47. Rg2 Rh3 48. Nxa6 Kf4 49. Nc7 Rxa3 50. Nxb5 Rb3 51. Ke2 Rb2+ 52. Kd3 Bxf2 53. Rh2 Rb3+ 54. Kc2 g3 55. Rh7 g2 56. Rxf7+ Ke4 57. Nd6+ Kxd4 58. Nb5+ Kxe5 59. Rg7 Rg3 60. Rxg3 Bxg3 61. Nc7 g1=Q 62. Na6 Qa1 63. Nc5 Qa2+ {White resigns} 0-1","black"
"123","FICS rated standard game","GriffyJr","kirktheman","2093","1954","21.5","52.8","900+0","2017.01.30","22:00:00","0:15:00.000","0:15:00.000","C54","77","1-0","1. c4 e5 2. g3 Nc6 3. Bg2 Nf6 4. Nf3 Bc5 5. O-O O-O 6. Nc3 d6 7. e3 Bg4 8. h3 Bf5 9. d4 Bb4 10. Nd5 Ba5 11. a3 Bb6 12. Nh4 Bc8 13. Nxb6 axb6 14. d5 Ne7 15. e4 h6 16. f4 exf4 17. Bxf4 Nd7 18. Be3 Ne5 19. Qc2 Bd7 20. b3 Qc8 21. Kh2 f6 22. a4 Qe8 23. Kg1 Qh5 24. Nf5 Rfe8 25. Rae1 Nxf5 26. exf5 Re7 27. g4 Qf7 28. Bd2 Rae8 29. Qc3 Ra8 30. Be3 Rae8 31. Kh1 Ra8 32. Re2 Rb8 33. Bc1 Rbe8 34. Qg3 Bc8 35. Rfe1 Nd7 36. Be4 Nc5 37. Qf3 Nd7 38. Bd2 Ne5 39. Qc3 Bd7 40. Qg3 Rd8 41. Bc3 Rde8 42. Kg1 Kh8 43. Qf2 Kh7 44. Kg2 Kh8 45. a5 bxa5 46. Bxa5 b6 47. Bb4 Kh7 48. Bc3 Kg8 49. Kg3 h5 50. Bd2 Ra8 51. Bb4 Ree8 52. Re3 Ra6 53. Qc2 Rea8 54. R3e2 Qe8 55. Bg2 Qe7 56. Rf2 Qf7 57. Bc3 Ra3 58. Bd4 b5 59. Bxe5 fxe5 60. c5 dxc5 61. Qxc5 Rxb3+ 62. Re3 Rxe3+ 63. Qxe3 e4 64. Qxe4 Qf6 65. Qf4 Ra3+ 66. Bf3 Rc3 67. Kg2 Rc4 68. Qe3 h4 69. Rd2 Rc3 70. Qd4 Qxd4 71. Rxd4 Kf8 72. Rb4 Rc2+ 73. Kf1 Ke7 74. Rb1 Kd6 75. Kg1 Kc5 76. Rd1 b4 77. g5 b3 78. f6 gxf6 79. gxf6 Be8 80. Be4 Rc4 81. d6 cxd6 82. Bd5 Rc3 83. f7 Bxf7 84. Bxf7 b2 85. Ba2 Ra3 86. Bb1 Rxh3 87. Rd2 Rb3 88. Rc2+ Kd4 89. Rd2+ Ke5 90. Re2+ Kf6 91. Rd2 Ke6 92. Re2+ Kd7 93. Rd2 Rb5 94. Rd4 h3 95. Kh2 Rb7 96. Kxh3 Kc6 97. Rc4+ Kb5 98. Rc2 Ka4 99. Rd2 Rb6 100. Kg4 Ka5 101. Kf5 Rb7 102. Ke6 Rb8 103. Kd7 Rb7+ 104. Kc6 Rb6+ 105. Kc7 Ra6 106. Rxb2 d5 107. Ra2+ Kb5 108. Bd3+ Kb4 109. Bxa6 d4 110. Rd2 Kc3 111. Rd3+ Kc2 112. Kd6 Kb2 113. Kd5 Kc2 114. Kxd4 Kb2 115. Rd2+ Kb3 116. Bc4+ Kb4 117. Rb2+ Ka5 118. Kc3 Ka4 119. Ra2# {Black checkmated} 1-0","white"
"124","FICS rated standard game","wellwater","MortimerBlackwell","1704","2382","144.4","37.6","1200+10","2017.01.30","20:42:00","0:20:00.000","0:20:00.000","D15","70","0-1","1. c4 e5 2. g3 d5 3. cxd5 c6 4. dxc6 Nxc6 5. Bg2 Bc5 6. Nc3 Nf6 7. Nf3 O-O 8. d3 h6 9. O-O Be6 10. a3 Rc8 11. b4 Bb6 12. Bb2 Nd4 13. Nxd4 exd4 14. Na4 Qd6 15. Bxb7 Rc7 16. Bf3 Bh3 17. Re1 Rfc8 18. Nxb6 axb6 19. Qa4 Nd5 20. Bxd5 Qxd5 21. f3 Qe5 22. e4 Rc2 23. Rec1 Rg2+ 24. Kh1 Rxb2 25. Rxc8+ Bxc8 26. Qc6 Bh3 27. Qxb6 Bg2+ 28. Kg1 Bxf3 29. Qc5 Qxc5 30. bxc5 Rg2+ 31. Kf1 Rxh2 32. Re1 Rc2 33. a4 Rxc5 34. Kf2 Bg4 35. e5 Rc2+ 36. Kg1 Be2 37. a5 Ra2 38. Rb1 Rxa5 39. Kg2 {White resigns} 0-1","black"
"125","FICS rated blitz game","josephalee","Floyd","2420","2323","71.1","42.1","300+0","2017.01.30","21:02:00","0:05:00.000","0:05:00.000","D32","101","1-0","1. e4 e6 2. Nc3 d5 3. d4 Nf6 4. e5 Nfd7 5. f4 c5 6. Nf3 Nc6 7. Be3 Be7 8. a3 b6 9. Kd2 Bb7 10. g4 f6 11. h4 fxe5 12. fxe5 O-O 13. Bd3 Rxf3 14. Qxf3 cxd4 15. Bxd4 Nxd4 16. Qf4 Nxe5 17. Raf1 Ndc6 18. g5 Rc8 19. Be2 d4 20. Ne4 d3 21. Bxd3 Nb4 22. Nc5 Rxc5 23. axb4 Rxc2+ 24. Kxc2 Qxd3+ {White resigns} 0-1","black"
"126","FICS rated blitz game","Floyd","josephalee","2329","2408","42.4","72.5","300+0","2017.01.30","20:53:00","0:05:00.000","0:05:00.000","B52","126","0-1","1. d4 e6 2. e4 a6 3. Nf3 c5 4. Be2 cxd4 5. O-O Nc6 6. Nxd4 Nxd4 7. Qxd4 Nf6 8. Nc3 Qc7 9. e5 Bc5 10. Qf4 Nd5 11. Nxd5 exd5 12. Rd1 O-O 13. Rxd5 Be7 14. Bd3 f6 15. Qh4 g6 16. Bc4 Kg7 17. exf6+ Bxf6 18. Qh6+ Kh8 19. Qxf8# {Black checkmated} 1-0","white"
"127","FICS rated blitz game","zurichess","Faletebcn","2179","2226","36.2","53.5","300+3","2017.01.30","20:34:00","0:05:00.000","0:05:00.000","A29","237","1-0","1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. e5 c5 5. a3 Bxc3+ 6. bxc3 Nc6 7. Qg4 g6 8. Nf3 Nge7 9. Bd3 Bd7 10. O-O c4 11. Be2 Nf5 12. Qh3 O-O 13. g4 Ng7 14. Ng5 Re8 15. Qxh7+ Kf8 16. a4 {Black resigns} 1-0","white"
"128","FICS rated blitz game","josephalee","Floyd","2428","2319","74.1","42.7","300+0","2017.01.30","20:46:00","0:05:00.000","0:05:00.000","A20","77","0-1","1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Bxc6 dxc6 5. O-O Bg4 6. h3 h5 7. d3 Qf6 8. Be3 Bxf3 9. Qxf3 Qxf3 10. gxf3 Bd6 11. Nd2 Ne7 12. Rfd1 f6 13. Nc4 O-O 14. d4 Rad8 15. dxe5 fxe5 16. Bg5 Kf7 17. Rd3 b5 18. Na5 Bb4 19. Bxe7 Bxe7 20. Nxc6 Rxd3 21. Nxe5+ Ke6 22. Nxd3 g5 23. a4 b4 24. Kg2 c5 25. Rd1 c4 26. Nc1 Rc8 27. Ne2 Bd6 28. h4 gxh4 29. f4 Rg8+ 30. Kh3 Bc5 31. f5+ Kf7 32. f4 Kf6 33. Rd5 Be7 34. Rd7 Bc5 35. Rc7 Be3 36. Rc6+ Kf7 37. e5 Rd8 38. Rc7+ Kg8 39. f6 Rd2 40. Rg7+ Kh8 41. Rg2 Bc5 42. e6 {Black resigns} 1-0","black"
"129","FICS rated blitz game","Floyd","josephalee","2325","2416","43.0","75.6","300+0","2017.01.30","20:40:00","0:05:00.000","0:05:00.000","C11","48","0-1","1. d4 Nf6 2. Nf3 e6 3. e3 c5 4. Bb5 Be7 5. O-O O-O 6. Nc3 d5 7. Bd3 Nc6 8. b3 Bd7 9. Bb2 cxd4 10. exd4 Rc8 11. Qd2 Nb4 12. Ne5 Nxd3 13. Qxd3 Qc7 14. Rac1 Bc6 15. a4 Qa5 16. f4 Bb4 17. Ra1 Qc7 18. Ba3 Bxa3 19. Rxa3 Be8 20. b4 Qd6 21. Rb1 Nd7 22. Nb5 Qb8 23. Rc3 Rd8 24. a5 Nf6 25. Ra3 Ne4 26. g3 f6 27. Nf3 Rc8 28. Nc3 Bg6 29. Qe3 Qc7 30. Rbb3 Qd7 31. a6 b6 32. Nh4 Nd6 33. Ra2 Bh5 34. Qd2 Nc4 35. Qd3 g5 36. Ng2 Bg6 37. Qd1 h6 38. Ra1 Kg7 39. Qe2 e5 40. dxe5 fxe5 41. fxe5 Rfe8 42. Qf2 Nxe5 43. Qd4 Bxc2 44. Rba3 Rc4 45. Qxd5 Qxd5 46. Nxd5 Be4 47. Rf1 Bxd5 48. Ne3 Rd8 49. Rd1 Rxb4 50. Rxd5 Rb1+ 51. Kf2 Rb2+ 52. Kf1 Rxd5 53. Nxd5 Rb1+ 54. Ke2 Rb5 55. Ne7 Ra5 56. Nf5+ Kg6 57. Rxa5 bxa5 58. Nd6 Kf6 59. Ke3 Nc6 60. Kd3 Ke6 61. Ne4 Kd5 62. Nf6+ Kc5 63. Kc3 Nb4 64. Kb3 Kb5 65. Ng4 h5 66. Nf6 h4 67. Ne4 hxg3 68. hxg3 g4 69. Nd6+ Kxa6 70. Kc4 Nc6 71. Kd5 Kb6 72. Kc4 a4 73. Kc3 a5 74. Kb2 Kc5 75. Ne8 Kb4 76. Nf6 a3+ 77. Ka2 Ka4 78. Nxg4 Nb4+ 79. Ka1 Kb3 80. Ne3 Kc3 81. g4 Kd4 82. Nf5+ Ke4 83. Nd6+ Kd5 84. Nf5 a4 85. g5 Ke5 86. Nd6 Kxd6 87. g6 Ke6 88. g7 Kf7 89. g8=Q+ Kxg8 90. Kb1 Kf7 91. Ka1 Ke6 92. Kb1 Kd5 93. Ka1 Kc4 94. Kb1 Kb3 95. Ka1 Nc2+ 96. Kb1 a2+ 97. Kc1 a1=Q+ {White resigns} 0-1","white"
"130","FICS rated lightning game","Knightsmasher","jbbrugnera","2566","1804","53.2","20.8","60+0","2017.01.30","20:44:00","0:01:00.000","0:01:00.000","C00","37","1-0","1. e4 Nc6 2. Nf3 d5 3. exd5 Qxd5 4. Nc3 Qd8 5. Bb5 Bd7 {Black forfeits by disconnection} 1-0","white"
"131","FICS rated standard game","MrsLurking","wellwater","2318","1708","43.0","145.4","1800+0","2017.01.30","20:31:00","0:30:00.000","0:30:00.000","C18","31","1-0","1. Nf3 Nf6 2. c4 g6 3. Nc3 Bg7 4. e4 d6 5. d4 O-O 6. Be2 Nbd7 7. O-O e5 8. Re1 exd4 9. Nxd4 a6 10. Be3 Re8 11. f3 Nf8 12. Qd2 Ne6 13. Rad1 Nxd4 14. Bxd4 Be6 15. b3 Qd7 16. h3 Rab8 17. f4 b5 18. f5 gxf5 19. Qg5 h6 20. Qg3 Qd8 21. cxb5 axb5 22. Bxb5 c5 23. Bxf6 Qxf6 24. e5 dxe5 25. Bxe8 Rxe8 26. Nd5 Bxd5 27. Rxd5 e4 28. Qf4 Qc3 29. Rf1 e3 30. Qxf5 Rf8 31. Rxc5 Qd4 32. Rc4 e2+ 33. Rxd4 Bxd4+ 34. Kh2 exf1=Q 35. Qxf1 Be5+ 36. g3 Rd8 37. Qe2 f6 38. a4 Kh8 39. a5 Bc3 40. Qe6 Rd2+ 41. Kh1 Bxa5 42. Qxf6+ Kg8 43. Qg6+ Kh8 44. Qxh6+ Kg8 45. Qg5+ {Black resigns} 1-0","white"
"132","FICS rated blitz game","josephalee","Floyd","2402","2331","77.3","43.3","300+0","2017.01.30","20:33:00","0:05:00.000","0:05:00.000","C68","83","1-0","1. f4 d5 2. d4 Bf5 3. e3 e6 4. Bd3 Nh6 5. Bxf5 Nxf5 6. Ne2 Qh4+ 7. g3 Qh3 8. Kf2 Nc6 9. Qf1 Qh5 10. Nbc3 Be7 11. e4 Nfxd4 12. exd5 Qf3+ 13. Ke1 Nxc2+ 14. Kd2 Qxf1 15. Rxf1 Nxa1 16. dxc6 Rd8+ 17. Ke3 Nc2+ 18. Kf2 bxc6 19. Be3 Nxe3 20. Kxe3 Bc5+ 21. Kf3 Rd3+ 22. Kg4 h5+ 23. Kh3 h4 24. Rg1 hxg3+ 25. Kg4 Be7 26. Nxg3 Rh4# {White checkmated} 0-1","black"
"133","FICS rated blitz game","Faletebcn","zurichess","2236","2170","54.1","36.4","300+3","2017.01.30","20:11:00","0:05:00.000","0:05:00.000","A46","194","0-1","1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 a6 6. a4 e5 7. Nf3 Be7 8. Bc4 O-O 9. Bg5 Nc6 10. Bxf6 Bxf6 11. Nd5 h6 12. O-O Be6 13. c3 Bxd5 14. Bxd5 Re8 15. Qd3 a5 16. Rfd1 Ne7 17. Ba2 Rc8 18. Qxd6 Qxd6 19. Rxd6 Nc6 20. Rd7 Re7 21. Rad1 Nb8 22. Rxe7 Bxe7 23. Nxe5 Bf6 24. Nxf7 Kh7 {Black resigns} 1-0","black"
"134","FICS rated standard game","konozrout","iziiiiii","2285","1720","150.0","325.1","900+0","2017.01.30","20:23:00","0:15:00.000","0:15:00.000","B00","10","1-0","1. e4 e5 2. Nf3 Nc6 3. Bb5 Bc5 4. O-O d6 5. d4 exd4 6. Nxd4 Bxd4 7. Qxd4 Bd7 8. Qxg7 Qe7 {Black resigns} 1-0","white"
"135","FICS unrated blitz game","oldman","leonidguerb","2550","2002","38.8","47.1","180+0","2017.01.30","20:06:00","0:03:00.000","0:03:00.000","E95","89","1-0","1. e4 c6 2. d4 d5 3. exd5 cxd5 4. Nc3 Nf6 5. Nf3 Nc6 6. Bb5 Bg4 7. h3 Bxf3 8. Qxf3 e6 9. Bg5 Be7 10. O-O O-O 11. Rfe1 Nxd4 12. Qd3 Nxb5 13. Nxb5 a6 14. Nd4 Rc8 15. c3 Ne4 16. Bxe7 Qxe7 17. f3 Nd6 18. Re5 Qh4 19. g4 Qg3+ 20. Kf1 Qxh3+ 21. Ke2 Qh2+ 22. Kf1 Qh1+ 23. Ke2 Qxa1 24. Rh5 Qxb2+ 25. Ke3 Rxc3 26. g5 {White resigns} 0-1","white"
"136","FICS rated standard game","KollesHood","Knightsmasher","1720","2383","335.7","44.0","900+0","2017.01.30","19:04:00","0:15:00.000","0:15:00.000","A03","52","0-1","1. e4 e5 2. Nf3 Nc6 3. Bb5 Bc5 4. c3 d6 5. d4 exd4 6. cxd4 Bb6 7. d5 a6 8. Ba4 Ba5+ 9. Nbd2 b5 10. dxc6 bxa4 11. Qxa4 Bxd2+ 12. Bxd2 Nf6 13. O-O-O O-O 14. e5 dxe5 15. Bb4 Qe8 16. Rhe1 Bf5 17. Rxe5 Qb8 {Black resigns} 1-0","black"
"137","FICS rated standard game","Sillycon","lujiay","2377","1664","40.6","68.6","900+0","2017.01.30","19:07:00","0:15:00.000","0:15:00.000","B90","48","1-0","1. e4 {Black resigns} 1-0","white"
"138","FICS rated standard game","MortimerBlackwell","Odierachelwang","2382","1719","37.6","52.1","1800+10","2017.01.30","19:04:00","0:30:00.000","0:30:00.000","C64","16","1-0","1. d4 Nf6 2. Bg5 Ne4 3. Bf4 d5 4. e3 e6 5. Bd3 Bd6 6. Ne2 Bxf4 7. Nxf4 Nd7 8. Bxe4 dxe4 9. Qh5 g6 10. Qh6 Qe7 11. Nc3 f5 12. O-O-O c6 13. Nce2 Nf6 14. Nxg6 Qf7 15. Nxh8 Qf8 16. Qxf8+ Kxf8 17. Kb1 Kg7 18. h3 Kxh8 19. Rhg1 h5 20. Nf4 Kh7 21. Rh1 Bd7 22. g4 Rg8 23. gxh5 Kh6 24. Rhg1 {Black resigns} 1-0","white"
